CMPLNT_NUM,ADDR_PCT_CD,BORO_NM,CMPLNT_FR_DT,CMPLNT_FR_TM,CMPLNT_TO_DT,CMPLNT_TO_TM,CRM_ATPT_CPTD_CD,HADEVELOPT,JURIS_DESC,KY_CD,LAW_CAT_CD,LOC_OF_OCCUR_DESC,OFNS_DESC,PARKS_NM,PD_CD,PD_DESC,PREM_TYP_DESC,RPT_DT,X_COORD_CD,Y_COORD_CD,Latitude,Longitude,Lat_Lon
853453445,18,MANHATTAN,09/04/2016,08:26:00,09/06/2019,14:10:00,COMPLETED,,N.Y. POLICE DEPT,361,MISDEMEANOR,INSIDE,OFF. AGNST PUB ORD SENSBLTY &,,639,AGGRAVATED HARASSMENT 2,RESIDENCE - APT. HOUSE,09/06/2019,988855,217773,40.764420034000075,-73.98337767199997,"(40.764420034000075, -73.98337767199997)"
125640899,10,MANHATTAN,09/12/2016,23:00:00,09/12/2016,23:30:00,COMPLETED,,N.Y. POLICE DEPT,233,MISDEMEANOR,INSIDE,SEX CRIMES,,175,"SEXUAL ABUSE 3,2",RESTAURANT/DINER,11/20/2019,984623,209859,40.74269929900004,-73.99865537999993,"(40.74269929900004, -73.99865537999993)"
680585582,34,MANHATTAN,09/16/2016,18:57:00,,,COMPLETED,,N.Y. POLICE DEPT,112,FELONY,,THEFT-FRAUD,,739,"FRAUD,UNCLASSIFIED-FELONY",STREET,01/04/2019,1003372,248278,40.848128350000025,-73.93088528799996,"(40.848128350000025, -73.93088528799996)"
208047225,18,MANHATTAN,09/16/2016,17:03:00,09/16/2016,17:05:00,COMPLETED,,N.Y. POLICE DEPT,109,FELONY,INSIDE,GRAND LARCENY,,405,"LARCENY,GRAND BY THEFT OF CREDIT CARD",COMMERCIAL BUILDING,05/16/2019,991677,215466,40.75808599000004,-73.973192967,"(40.75808599000004, -73.973192967)"
738634647,18,MANHATTAN,09/17/2016,17:03:00,09/09/2019,17:03:00,COMPLETED,,N.Y. POLICE DEPT,578,VIOLATION,INSIDE,HARRASSMENT 2,,638,"HARASSMENT,SUBD 3,4,5",RESIDENCE - APT. HOUSE,09/09/2019,985400,217003,40.76230770600006,-73.99585014899996,"(40.76230770600006, -73.99585014899996)"
437013982,26,MANHATTAN,09/28/2016,13:30:00,01/25/2018,17:30:00,COMPLETED,,N.Y. POLICE DEPT,116,FELONY,INSIDE,SEX CRIMES,,168,SODOMY 1,PUBLIC SCHOOL,01/02/2019,996241,236149,40.81485028900005,-73.95668184799997,"(40.81485028900005, -73.95668184799997)"
726341940,7,MANHATTAN,10/01/2016,08:00:00,10/31/2016,15:00:00,COMPLETED,,N.Y. POLICE DEPT,233,MISDEMEANOR,INSIDE,SEX CRIMES,,175,"SEXUAL ABUSE 3,2",PUBLIC SCHOOL,01/15/2019,988708,200317,40.71650772200008,-73.98391989899994,"(40.71650772200008, -73.98391989899994)"
811675250,20,MANHATTAN,10/01/2016,07:00:00,06/20/2019,16:57:00,COMPLETED,,N.Y. POLICE DEPT,578,VIOLATION,INSIDE,HARRASSMENT 2,,638,"HARASSMENT,SUBD 3,4,5",RESIDENCE - APT. HOUSE,07/06/2019,991040,225092,40.78450736500002,-73.97548255699996,"(40.78450736500002, -73.97548255699996)"
305070094,9,MANHATTAN,10/03/2016,15:00:00,10/03/2016,15:40:00,COMPLETED,,N.Y. POLICE DEPT,104,FELONY,INSIDE,RAPE,,157,RAPE 1,RESIDENCE - APT. HOUSE,01/22/2019,987624,203977,40.72655401900005,-73.98782842699995,"(40.72655401900005, -73.98782842699995)"
309974238,10,MANHATTAN,10/09/2016,21:50:00,10/10/2016,06:54:00,COMPLETED,,N.Y. POLICE DEPT,106,FELONY,,FELONY ASSAULT,,109,"ASSAULT 2,1,UNCLASSIFIED",STREET,03/28/2019,984928,211276,40.74658859200008,-73.99755456399998,"(40.74658859200008, -73.99755456399998)"
